sentence_id,language,subcorpus,tokenizer,n_words,n_tokens,fertility,tokens
P003_wo,wo,A_parallel,sentencepiece,9,23,2.5555555555555554,▁N|do|x|▁mo|oy|▁j|<0xC3>|<0xAB>|k|k|▁ci|▁mu|ñ|▁bu|▁y|ép|p|▁bu|▁j|<0xC3>
P003_wo,wo,A_parallel,caractere,9,37,4.111111111111111,N|d|o|x| |m|o|o|y| |j|ë|k|k| |c|i| |m|u
P003_wo,wo,A_parallel,mot,9,9,1.0,Ndox|mooy|jëkk|ci|muñ|bu|yépp|bu|jëf.
P003_yo,yo,A_parallel,tiktoken,10,55,5.5,▁|<0x4F>|mi|▁|<0xE1>|<0xB9>|<0xA3>|e|▁p|à|t|à|k|<0xC3>|<0xAC>|▁f|<0xC3>|<0xBA>|n|▁
P003_yo,yo,A_parallel,sentencepiece,10,13,1.3,▁|<0x4F>|mi|▁ṣe|▁pàtàkì|▁fún|▁ìgbésí|▁ayé|▁gbogbo|▁àwọn|▁ẹ̀dá|▁alààyè|.
P003_yo,yo,A_parallel,caractere,10,53,5.3,O|m|i| |ṣ|e| |p|à|t|à|k|ì| |f|ú|n| |ì|g
P003_yo,yo,A_parallel,mot,10,10,1.0,Omi|ṣe|pàtàkì|fún|ìgbésí|ayé|gbogbo|àwọn|ẹ̀dá|alààyè.
P003_sw,sw,A_parallel,tiktoken,10,32,3.2,▁Ma|j|i|▁ni|▁mu|h|im|u|▁|k|wa|▁ma|is|ha|▁y|a|▁vi|u|mb|e
P003_sw,sw,A_parallel,sentencepiece,10,11,1.1,▁Maji|▁ni|▁muhimu|▁kwa|▁maisha|▁ya|▁viumbe|▁vyote|▁vilivyo|▁hai|.
P003_sw,sw,A_parallel,caractere,10,54,5.4,M|a|j|i| |n|i| |m|u|h|i|m|u| |k|w|a| |m
P003_sw,sw,A_parallel,mot,10,10,1.0,Maji|ni|muhimu|kwa|maisha|ya|viumbe|vyote|vilivyo|hai.
P003_fon,fon,A_parallel,tiktoken,13,49,3.769230769230769,▁M|<0xC9>|<0x9B>|<0xCC>|<0x8C>|▁e|▁n|y|<0xC3>|<0xAD>|▁b|<0xC9>|<0x94>|▁m|<0xC9>|<0x94>|▁t|<0xC9>|<0x94>|n
P003_fon,fon,A_parallel,sentencepiece,13,41,3.1538461538461537,▁M|<0xC9>|<0x9B>|<0xCC>|<0x8C>|▁e|▁ny|í|▁b|<0xC9>|<0x94>|▁m|<0xC9>|<0x94>|▁t|<0xC9>|<0x94>|n|▁w|<0xC9>
P003_fon,fon,A_parallel,caractere,13,46,3.5384615384615383,M|ɛ|̌| |e| |n|y|í| |b|ɔ| |m|ɔ| |t|ɔ|n| 
P003_fon,fon,A_parallel,mot,13,13,1.0,Mɛ̌|e|nyí|bɔ|mɔ|tɔn|wɛ|nyí|nǔ|taji|ɖò|gbɛ̀|mɛ.
P004_fr,fr,A_parallel,tiktoken,9,12,1.3333333333333333,▁Le|▁soleil|▁se|▁couche|▁à|▁l|'|horizon|▁tous|▁les|▁soirs|.
P004_fr,fr,A_parallel,sentencepiece,9,12,1.3333333333333333,▁Le|▁soleil|▁se|▁couche|▁à|▁l|'|horizon|▁tous|▁les|▁soirs|.
P004_fr,fr,A_parallel,caractere,9,47,5.222222222222222,L|e| |s|o|l|e|i|l| |s|e| |c|o|u|c|h|e| 
P004_fr,fr,A_parallel,mot,9,9,1.0,Le|soleil|se|couche|à|l'horizon|tous|les|soirs.
P004_wo,wo,A_parallel,tiktoken,10,27,2.7,▁J|ant|▁bi|▁d|af|a|▁l|<0xC3>|<0xAB>|nd|<0xC3>|<0xAB>|m|▁ci|▁g|ée|j|▁gi|▁g|ud
P004_wo,wo,A_parallel,sentencepiece,10,26,2.6,▁J|ant|▁bi|▁d|af|a|▁l|<0xC3>|<0xAB>|nd|<0xC3>|<0xAB>|m|▁ci|▁g|ée|j|▁gi|▁g|ud
P004_wo,wo,A_parallel,caractere,10,45,4.5,J|a|n|t| |b|i| |d|a|f|a| |l|ë|n|d|ë|m| 
P004_wo,wo,A_parallel,mot,10,10,1.0,Jant|bi|dafa|lëndëm|ci|géej|gi|guddi|bu|nekk.
P004_yo,yo,A_parallel,tiktoken,9,54,6.0,▁|<0x4F>|<0xC3>|<0xB2>|r|<0xC3>|<0xB9>|n|▁m|<0xC3>|<0xA1>|a|▁|<0xC5>|<0x84>|▁r|<0xE1>|<0xBB>|<0x8D>|l
P004_yo,yo,A_parallel,sentencepiece,9,31,3.4444444444444446,▁|<0x4F>|<0xC3>|<0xB2>|r|<0xC3>|<0xB9>|n|▁m|á|a|▁ń|▁r|ọ|l|ẹ̀|▁ní|▁et|í|k
P004_yo,yo,A_parallel,caractere,9,45,5.0,O|ò|r|ù|n| |m|á|a| |ń| |r|ọ|l|ẹ|̀| |n|í
P004_yo,yo,A_parallel,mot,9,9,1.0,Oòrùn|máa|ń|rọlẹ̀|ní|etíkùn|ní|irọlẹ́|gbogbo.
P004_sw,sw,A_parallel,tiktoken,7,19,2.7142857142857144,▁J|ua|▁hu|ch|wa|▁u|pe|o|▁wa|▁ma|cho|▁|k|il|a|▁j|ion|i|.
P004_sw,sw,A_parallel,sentencepiece,7,16,2.2857142857142856,▁J|ua|▁h|uch|wa|▁u|pe|o|▁wa|▁ma|cho|▁kila|▁j|ion|i|.
P004_sw,sw,A_parallel,caractere,7,36,5.142857142857143,J|u|a| |h|u|c|h|w|a| |u|p|e|o| |w|a| |m
P004_sw,sw,A_parallel,mot,7,7,1.0,Jua|huchwa|upeo|wa|macho|kila|jioni.
P004_fon,fon,A_parallel,tiktoken,7,35,5.0,▁H|w|<0xC9>|<0x9B>|z|<0xC9>|<0x94>|▁|<0xC9>|<0x94>|▁n|<0xC9>|<0x94>|▁|k|<0xC3>|<0xBA>|▁a|z|<0xC7>
P004_fon,fon,A_parallel,sentencepiece,7,28,4.0,▁H|w|<0xC9>|<0x9B>|z|<0xC9>|<0x94>|▁|<0xC9>|<0x94>|▁n|<0xC9>|<0x94>|▁k|ú|▁a|z|<0xC7>|<0x8E>|n
P004_fon,fon,A_parallel,caractere,7,29,4.142857142857143,H|w|ɛ|z|ɔ| |ɔ| |n|ɔ| |k|ú| |a|z|ǎ|n| |g
P004_fon,fon,A_parallel,mot,7,7,1.0,Hwɛzɔ|ɔ|nɔ|kú|azǎn|gbɛ̀|gbɛ̀.
P005_fr,fr,A_parallel,tiktoken,8,9,1.125,▁Les|▁agriculteurs|▁travaillent|▁dur|▁pour|▁nourrir|▁leurs|▁familles|.
P005_fr,fr,A_parallel,sentencepiece,8,9,1.125,▁Les|▁agriculteurs|▁travaillent|▁dur|▁pour|▁nourrir|▁leurs|▁familles|.
P005_fr,fr,A_parallel,caractere,8,61,7.625,L|e|s| |a|g|r|i|c|u|l|t|e|u|r|s| |t|r|a
P005_fr,fr,A_parallel,mot,8,8,1.0,Les|agriculteurs|travaillent|dur|pour|nourrir|leurs|familles.
P005_wo,wo,A_parallel,tiktoken,10,42,4.2,▁N|da|xam|a|al|oo|▁y|i|▁da|ñ|u|y|▁l|ig|g|ée|y|▁b|u|▁d
P005_wo,wo,A_parallel,sentencepiece,10,39,3.9,▁N|da|x|ama|al|oo|▁y|i|▁d|añ|u|y|▁l|ig|g|ée|y|▁bu|▁d|<0xC3>
P005_wo,wo,A_parallel,caractere,10,59,5.9,N|d|a|x|a|m|a|a|l|o|o| |y|i| |d|a|ñ|u|y
P005_wo,wo,A_parallel,mot,10,10,1.0,Ndaxamaaloo|yi|dañuy|liggéey|bu|dëgëër|ngir|sàkku|mbind|yi.
P005_yo,yo,A_parallel,tiktoken,8,53,6.625,▁|<0xC3>|<0x80>|w|<0xE1>|<0xBB>|<0x8D>|n|▁à|g|b|<0xE1>|<0xBA>|<0xB9>|<0xCC>|<0x80>|▁|<0xC5>|<0x84>|▁
P005_yo,yo,A_parallel,sentencepiece,8,24,3.0,▁|<0xC3>|<0x80>|wọn|▁àgbẹ̀|▁ń|▁|<0xC5>|<0x9F>|i|<0xC5>|<0x9F>|̀|ẹ|▁k|á|ra|▁fún|▁ì|dí
P005_yo,yo,A_parallel,caractere,8,38,4.75,À|w|ọ|n| |à|g|b|ẹ|̀| |ń| |ş|i|ş|̀|ẹ| |k
P005_yo,yo,A_parallel,mot,8,8,1.0,Àwọn|àgbẹ̀|ń|şiş̀ẹ|kára|fún|ìdílé|wọn.
P005_sw,sw,A_parallel,tiktoken,8,32,4.0,▁W|a|k|ul|ima|▁w|an|af|any|a|▁|k|a|zi|▁|k|wa|▁bi|di|i
P005_sw,sw,A_parallel,sentencepiece,8,18,2.25,▁W|a|kul|ima|▁wana|fanya|▁kazi|▁kwa|▁bi|di|i|▁k|ul|isha|▁familia|▁za|o|.
P005_sw,sw,A_parallel,caractere,8,54,6.75,W|a|k|u|l|i|m|a| |w|a|n|a|f|a|n|y|a| |k
P005_sw,sw,A_parallel,mot,8,8,1.0,Wakulima|wanafanya|kazi|kwa|bidii|kulisha|familia|zao.
P005_fon,fon,A_parallel,tiktoken,13,53,4.076923076923077,▁D|o|k|un|k|<0xC9>|<0x94>|n|wat|<0xC9>|<0x94>|▁l|<0xC9>|<0x9B>|▁n|<0xC9>|<0x94>|▁w|à|▁a
P005_fon,fon,A_parallel,sentencepiece,13,52,4.0,▁D|o|k|un|k|<0xC9>|<0x94>|n|w|at|<0xC9>|<0x94>|▁l|<0xC9>|<0x9B>|▁n|<0xC9>|<0x94>|▁w|à
P005_fon,fon,A_parallel,caractere,13,59,4.538461538461538,D|o|k|u|n|k|ɔ|n|w|a|t|ɔ| |l|ɛ| |n|ɔ| |w
P005_fon,fon,A_parallel,mot,13,13,1.0,Dokunkɔnwatɔ|lɛ|nɔ|wà|azɔ|dó|nukún|wɛ|bo|nɔ|ɖè|xwédo|yetɔn.
P006_fr,fr,A_parallel,tiktoken,8,11,1.375,▁Il|▁est|▁important|▁d|'|apprendre|▁plusieurs|▁langues|▁pour|▁communiquer|.
P006_fr,fr,A_parallel,sentencepiece,8,11,1.375,▁Il|▁est|▁important|▁d|'|apprendre|▁plusieurs|▁langues|▁pour|▁communiquer|.
P006_fr,fr,A_parallel,caractere,8,64,8.0,I|l| |e|s|t| |i|m|p|o|r|t|a|n|t| |d|'|a
P006_fr,fr,A_parallel,mot,8,8,1.0,Il|est|important|d'apprendre|plusieurs|langues|pour|communiquer.
P006_wo,wo,A_parallel,tiktoken,14,33,2.357142857142857,▁D|a|▁fa|▁a|m|▁so|lo|▁b|opp|am|▁j|à|ng|▁fo|of|u|▁|xam|▁|xam
P006_wo,wo,A_parallel,sentencepiece,14,33,2.357142857142857,▁D|a|▁fa|▁a|m|▁so|lo|▁b|opp|am|▁j|à|ng|▁f|oo|fu|▁|xam|▁|xam
P006_wo,wo,A_parallel,caractere,14,62,4.428571428571429,D|a| |f|a| |a|m| |s|o|l|o| |b|o|p|p|a|m
P006_wo,wo,A_parallel,mot,14,14,1.0,Da|fa|am|solo|boppam|jàng|foofu|xam|xam|yi|ngir|wax|ak|yeneen.
P006_yo,yo,A_parallel,tiktoken,9,63,7.0,▁|<0xC3>|<0x93>|▁|<0xE1>|<0xB9>|<0xA3>|e|▁p|à|t|à|k|<0xC3>|<0xAC>|▁l|<0xC3>|<0xA1>|ti|▁
P006_yo,yo,A_parallel,sentencepiece,9,27,3.0,▁|<0xC3>|<0x93>|▁ṣe|▁pàtàkì|▁l|á|ti|▁k|ọ́|▁è|d|è|▁p|<0xC3>|<0xB9>|pọ̀|▁fún|▁ì|b
P006_yo,yo,A_parallel,caractere,9,49,5.444444444444445,Ó| |ṣ|e| |p|à|t|à|k|ì| |l|á|t|i| |k|ọ|́
P006_yo,yo,A_parallel,mot,9,9,1.0,Ó|ṣe|pàtàkì|láti|kọ́|èdè|pùpọ̀|fún|ìbáraẹniṣepọ̀.
P006_sw,sw,A_parallel,tiktoken,7,33,4.714285714285714,▁N|i|▁mu|h|im|u|▁|k|u|j|if|un|z|a|▁l|u|gh|a|▁n|y
P006_sw,sw,A_parallel,sentencepiece,7,19,2.7142857142857144,▁N|i|▁muhimu|▁ku|j|if|un|za|▁l|ugha|▁nyingi|▁il|i|▁ku|w|as|ili|ana|.
P006_sw,sw,A_parallel,caractere,7,49,7.0,N|i| |m|u|h|i|m|u| |k|u|j|i|f|u|n|z|a| 
P006_sw,sw,A_parallel,mot,7,7,1.0,Ni|muhimu|kujifunza|lugha|nyingi|ili|kuwasiliana.
P006_fon,fon,A_parallel,tiktoken,15,52,3.466666666666667,▁|<0xC6>|<0x90>|▁n|y|<0xC3>|<0xAD>|▁n|<0xC7>|<0x94>|▁t|a|j|i|▁b|<0xC9>|<0x94>|▁m|<0xC9>|<0x9B>
P006_fon,fon,A_parallel,sentencepiece,15,44,2.933333333333333,▁|<0xC6>|<0x90>|▁ny|í|▁n|<0xC7>|<0x94>|▁ta|ji|▁b|<0xC9>|<0x94>|▁m|<0xC9>|<0x9B>|▁ni|▁k|pl|<0xC9>
P006_fon,fon,A_parallel,caractere,15,56,3.7333333333333334,Ɛ| |n|y|í| |n|ǔ| |t|a|j|i| |b|ɔ| |m|ɛ| 
P006_fon,fon,A_parallel,mot,15,15,1.0,Ɛ|nyí|nǔ|taji|bɔ|mɛ|ni|kplɔ́n|gbè|gègě|bo|na|sixu|ɖɔ|xó.
P007_fr,fr,A_parallel,tiktoken,10,11,1.1,▁La|▁médecine|▁moderne|▁a|▁permis|▁de|▁sauver|▁de|▁nombreuses|▁vies|.
P007_fr,fr,A_parallel,sentencepiece,10,11,1.1,▁La|▁médecine|▁moderne|▁a|▁permis|▁de|▁sauver|▁de|▁nombreuses|▁vies|.
P007_fr,fr,A_parallel,caractere,10,58,5.8,L|a| |m|é|d|e|c|i|n|e| |m|o|d|e|r|n|e| 
P007_fr,fr,A_parallel,mot,10,10,1.0,La|médecine|moderne|a|permis|de|sauver|de|nombreuses|vies.
P007_wo,wo,A_parallel,tiktoken,13,40,3.076923076923077,▁D|<0xC3>|<0xAB>|g|<0xC3>|<0xAB>|m|▁b|u|▁y|ore|▁bi|▁d|af|a|▁m|<0xC3>|<0xAB>|n|▁a
P007_wo,wo,A_parallel,sentencepiece,13,39,3.0,▁D|<0xC3>|<0xAB>|g|<0xC3>|<0xAB>|m|▁bu|▁y|ore|▁bi|▁d|af|a|▁m|<0xC3>|<0xAB>|n|▁a|▁d
P007_wo,wo,A_parallel,caractere,13,57,4.384615384615385,D|ë|g|ë|m| |b|u| |y|o|r|e| |b|i| |d|a|f
P007_wo,wo,A_parallel,mot,13,13,1.0,Dëgëm|bu|yore|bi|dafa|mën|a|dëkk|yoon|yi|ngir|méngal|xel.
P007_yo,yo,A_parallel,tiktoken,10,64,6.4,▁|<0xC3>|<0x8C>|m|<0xE1>|<0xBB>|<0x8D>|<0xCC>|<0x80>|▁|<0xC3>|<0xAC>|j|<0xC3>|<0xAC>|n|l|<0xE1>|<0xBA>|<0xB9>
P007_yo,yo,A_parallel,sentencepiece,10,32,3.2,▁|<0xC3>|<0x8C>|m|ọ̀|▁ì|j|ìn|l|ẹ̀|▁og|ún|▁|<0xC3>|<0xB2>|de|▁|<0xC3>|<0xB2>|ní
P007_yo,yo,A_parallel,caractere,10,47,4.7,Ì|m|ọ|̀| |ì|j|ì|n|l|ẹ|̀| |o|g|ú|n| |ò|d
P007_yo,yo,A_parallel,mot,10,10,1.0,Ìmọ̀|ìjìnlẹ̀|ogún|òde|òní|ti|gbà|ọ̀pọ̀|ẹ̀mí|là.
P007_sw,sw,A_parallel,tiktoken,7,27,3.857142857142857,▁D|a|wa|▁y|a|▁|k|is|as|a|▁im|es|ai|di|a|▁|k|uo|k|o
P007_sw,sw,A_parallel,sentencepiece,7,20,2.857142857142857,▁D|awa|▁ya|▁k|is|as|a|▁im|es|ai|di|a|▁ku|o|ko|a|▁maisha|▁men|gi|.
P007_sw,sw,A_parallel,caractere,7,45,6.428571428571429,D|a|w|a| |y|a| |k|i|s|a|s|a| |i|m|e|s|a
P007_sw,sw,A_parallel,mot,7,7,1.0,Dawa|ya|kisasa|imesaidia|kuokoa|maisha|mengi.
P007_fon,fon,A_parallel,tiktoken,12,56,4.666666666666667,▁N|<0xC9>|<0x94>|x|u|an|<0xC3>|<0xBA>|▁y|<0xC9>|<0x94>|y|<0xC9>|<0x94>|<0xCC>|<0x8C>|▁e|▁|x|l
P007_fon,fon,A_parallel,sentencepiece,12,51,4.25,▁N|<0xC9>|<0x94>|x|u|an|ú|▁y|<0xC9>|<0x94>|y|<0xC9>|<0x94>|<0xCC>|<0x8C>|▁e|▁|x|l|<0xC9>
P007_fon,fon,A_parallel,caractere,12,56,4.666666666666667,N|ɔ|x|u|a|n|ú| |y|ɔ|y|ɔ|̌| |e| |x|l|ɛ|́
P007_fon,fon,A_parallel,mot,12,12,1.0,Nɔxuanú|yɔyɔ̌|e|xlɛ́|ɔ|ko|d'alɔ|bo|hwlɛn|gbɛ̀|wema|gègě.
P008_fr,fr,A_parallel,tiktoken,7,10,1.4285714285714286,▁Les|▁jeunes|▁sont|▁l|'|avenir|▁de|▁la|▁société|.
P008_fr,fr,A_parallel,sentencepiece,7,10,1.4285714285714286,▁Les|▁jeunes|▁sont|▁l|'|avenir|▁de|▁la|▁société|.
P008_fr,fr,A_parallel,caractere,7,39,5.571428571428571,L|e|s| |j|e|u|n|e|s| |s|o|n|t| |l|'|a|v
P008_fr,fr,A_parallel,mot,7,7,1.0,Les|jeunes|sont|l'avenir|de|la|société.
P008_wo,wo,A_parallel,tiktoken,6,23,3.8333333333333335,▁Re|ew|▁mi|▁m|oo|y|▁y|<0xC3>|<0xAB>|ng|<0xC3>|<0xAB>|l|▁b|u|▁su|u|k|an|di
P008_wo,wo,A_parallel,sentencepiece,6,20,3.3333333333333335,▁Re|ew|▁mi|▁mo|oy|▁y|<0xC3>|<0xAB>|ng|<0xC3>|<0xAB>|l|▁bu|▁s|uu|k|an|di|ku|.
P008_wo,wo,A_parallel,caractere,6,34,5.666666666666667,R|e|e|w| |m|i| |m|o|o|y| |y|ë|n|g|ë|l| 
P008_wo,wo,A_parallel,mot,6,6,1.0,Reew|mi|mooy|yëngël|bu|suukandiku.
P008_yo,yo,A_parallel,tiktoken,6,47,7.833333333333333,▁|<0xC3>|<0x80>|w|<0xE1>|<0xBB>|<0x8D>|n|▁|<0xE1>|<0xBB>|<0x8D>|<0xCC>|<0x80>|d|<0xE1>|<0xBB>|<0x8D>|<0xCC>|<0x81>
P008_yo,yo,A_parallel,sentencepiece,6,20,3.3333333333333335,▁|<0xC3>|<0x80>|wọn|▁|ọ̀|d|ọ́|▁ni|▁ọ|jọ|́|▁i|w|ájú|▁àw|<0xC3>|<0xB9>|jọ|.
P008_yo,yo,A_parallel,caractere,6,31,5.166666666666667,À|w|ọ|n| |ọ|̀|d|ọ|́| |n|i| |ọ|j|ọ|́| |i
P008_yo,yo,A_parallel,mot,6,6,1.0,Àwọn|ọ̀dọ́|ni|ọjọ́|iwájú|àwùjọ.
P008_sw,sw,A_parallel,tiktoken,5,18,3.6,▁|<0x56>|i|j|ana|▁n|dio|▁must|a|k|ab|ali|▁wa|▁j|am|i|i|.
P008_sw,sw,A_parallel,sentencepiece,5,13,2.6,▁|<0x56>|ij|ana|▁n|dio|▁must|ak|ab|ali|▁wa|▁jamii|.
P008_sw,sw,A_parallel,caractere,5,33,6.6,V|i|j|a|n|a| |n|d|i|o| |m|u|s|t|a|k|a|b
P008_sw,sw,A_parallel,mot,5,5,1.0,Vijana|ndio|mustakabali|wa|jamii.
P008_fon,fon,A_parallel,tiktoken,6,29,4.833333333333333,▁M|<0xC9>|<0x9B>|x|ot|<0xC9>|<0x94>|▁l|<0xC9>|<0x9B>|▁w|<0xC9>|<0x9B>|▁n|y|<0xC3>|<0xAD>|▁nu|k|<0xC9>
